user_id,sign_up_date,plan_type,ab_test_group
1924,2024-01-29,Free,B
1925,2024-01-03,Free,A
1926,2024-01-26,Free,A
1927,2024-02-03,Free,A
1928,2024-01-29,Free,B
1929,2024-02-19,Free,B
1930,2024-01-28,Free,B
1931,2024-01-04,Free,A
1932,2024-02-11,Free,B
1933,2024-02-02,Free,A
1934,2024-02-07,Free,A
1935,2024-01-21,Paid,B
1936,2024-01-30,Free,A
1937,2024-01-06,Free,B
1938,2024-02-11,Free,A
1939,2024-01-08,Free,A
1940,2024-01-29,Free,B
1941,2024-02-15,Free,B
1942,2024-02-02,Free,A
1943,2024-01-25,Free,A
1944,2024-02-28,Free,B
1945,2024-02-12,Free,A
1946,2024-01-10,Free,A
1947,2024-01-04,Free,B
1948,2024-02-16,Free,B
1949,2024-01-12,Free,A
1950,2024-01-13,Free,A
1951,2024-01-17,Free,A
1952,2024-02-24,Free,B
1953,2024-01-01,Free,B
1954,2024-02-07,Free,B
1955,2024-01-29,Free,A
1956,2024-01-01,Free,A
1957,2024-01-18,Paid,A
1958,2024-01-10,Free,A
1959,2024-01-03,Free,A
1960,2024-02-12,Free,B
1961,2024-01-06,Free,A
1962,2024-01-12,Free,A
1963,2024-02-09,Free,A
1964,2024-02-17,Free,B
1965,2024-01-06,Free,B
1966,2024-02-27,Free,B
1967,2024-02-18,Free,B
1968,2024-01-05,Free,B
1969,2024-01-08,Free,B
1970,2024-01-27,Free,A
1971,2024-02-09,Free,A
1972,2024-02-16,Free,A
1973,2024-02-14,Free,B
1974,2024-02-24,Free,B
1975,2024-02-06,Free,B
1976,2024-02-09,Free,B
1977,2024-02-10,Free,B
1978,2024-01-12,Free,A
1979,2024-01-13,Free,A
1980,2024-01-30,Free,A
1981,2024-01-14,Free,B
1982,2024-01-22,Free,B
1983,2024-02-10,Paid,A
1984,2024-01-13,Free,B
1985,2024-01-05,Free,B
1986,2024-02-05,Free,B
1987,2024-01-08,Free,B
1988,2024-02-16,Free,A
1989,2024-01-13,Free,B
1990,2024-02-29,Free,B
1991,2024-02-21,Free,A
1992,2024-01-31,Free,A
1993,2024-02-27,Free,B
1994,2024-02-22,Free,B
1995,2024-01-04,Free,B
1996,2024-02-13,Free,B
1997,2024-01-02,Free,A
1998,2024-01-22,Free,B
1999,2024-01-10,Free,B
2000,2024-01-22,Free,B
